prefecture_code,municipality,file_name
moj-01hokkaido,札幌市中央区（札幌法務局）登記所備付地図データ,01101-4300.zip
moj-01hokkaido,札幌市北区（札幌法務局北出張所）登記所備付地図データ,01102-4306.zip
moj-01hokkaido,札幌市東区（札幌法務局北出張所）登記所備付地図データ,01103-4306.zip
moj-01hokkaido,札幌市白石区（札幌法務局白石出張所）登記所備付地図データ,01104-4316.zip
moj-01hokkaido,札幌市豊平区（札幌法務局南出張所）登記所備付地図データ,01105-4307.zip
moj-01hokkaido,札幌市南区（札幌法務局南出張所）登記所備付地図データ,01106-4307.zip
moj-01hokkaido,札幌市西区（札幌法務局西出張所）登記所備付地図データ,01107-4313.zip
moj-01hokkaido,札幌市厚別区（札幌法務局白石出張所）登記所備付地図データ,01108-4316.zip
moj-01hokkaido,札幌市手稲区（札幌法務局西出張所）登記所備付地図データ,01109-4313.zip
moj-01hokkaido,札幌市清田区（札幌法務局南出張所）登記所備付地図データ,01110-4307.zip
moj-01hokkaido,函館市（函館地方法務局）登記所備付地図データ,01202-4400.zip
moj-01hokkaido,小樽市（札幌法務局小樽支局）登記所備付地図データ,01203-4304.zip
moj-01hokkaido,旭川市（旭川地方法務局）登記所備付地図データ,01204-4500.zip
moj-01hokkaido,室蘭市（札幌法務局室蘭支局）登記所備付地図データ,01205-4302.zip
moj-01hokkaido,釧路市（釧路地方法務局）登記所備付地図データ,01206-4600.zip
moj-01hokkaido,帯広市（釧路地方法務局帯広支局）登記所備付地図データ,01207-4601.zip
moj-01hokkaido,北見市（釧路地方法務局北見支局）登記所備付地図データ,01208-4603.zip
moj-01hokkaido,夕張市（札幌法務局岩見沢支局）登記所備付地図データ,01209-4301.zip
moj-01hokkaido,岩見沢市（札幌法務局岩見沢支局）登記所備付地図データ,01210-4301.zip
moj-01hokkaido,網走市（釧路地方法務局北見支局）登記所備付地図データ,01211-4603.zip
moj-01hokkaido,留萌市（旭川地方法務局留萌支局）登記所備付地図データ,01212-4502.zip
moj-01hokkaido,苫小牧市（札幌法務局苫小牧支局）登記所備付地図データ,01213-4323.zip
moj-01hokkaido,稚内市（旭川地方法務局稚内支局）登記所備付地図データ,01214-4503.zip
moj-01hokkaido,美唄市（札幌法務局岩見沢支局）登記所備付地図データ,01215-4301.zip
moj-01hokkaido,芦別市（札幌法務局滝川支局）登記所備付地図データ,01216-4315.zip
moj-01hokkaido,江別市（札幌法務局江別出張所）登記所備付地図データ,01217-4308.zip
moj-01hokkaido,赤平市（札幌法務局滝川支局）登記所備付地図データ,01218-4315.zip
moj-01hokkaido,紋別市（旭川地方法務局紋別支局）登記所備付地図データ,01219-4514.zip
moj-01hokkaido,士別市（旭川地方法務局名寄支局）登記所備付地図データ,01220-4501.zip
moj-01hokkaido,名寄市（旭川地方法務局名寄支局）登記所備付地図データ,01221-4501.zip
moj-01hokkaido,三笠市（札幌法務局岩見沢支局）登記所備付地図データ,01222-4301.zip
moj-01hokkaido,根室市（釧路地方法務局根室支局）登記所備付地図データ,01223-4604.zip
moj-01hokkaido,千歳市（札幌法務局恵庭出張所）登記所備付地図データ,01224-4309.zip
moj-01hokkaido,滝川市（札幌法務局滝川支局）登記所備付地図データ,01225-4315.zip
moj-01hokkaido,砂川市（札幌法務局滝川支局）登記所備付地図データ,01226-4315.zip
moj-01hokkaido,歌志内市（札幌法務局滝川支局）登記所備付地図データ,01227-4315.zip
moj-01hokkaido,深川市（旭川地方法務局）登記所備付地図データ,01228-4500.zip
moj-01hokkaido,富良野市（旭川地方法務局）登記所備付地図データ,01229-4500.zip
moj-01hokkaido,登別市（札幌法務局室蘭支局）登記所備付地図データ,01230-4302.zip
moj-01hokkaido,恵庭市（札幌法務局恵庭出張所）登記所備付地図データ,01231-4309.zip
moj-01hokkaido,伊達市（札幌法務局室蘭支局）登記所備付地図データ,01233-4302.zip
moj-01hokkaido,北広島市（札幌法務局白石出張所）登記所備付地図データ,01234-4316.zip
moj-01hokkaido,石狩市（札幌法務局北出張所）登記所備付地図データ,01235-4306.zip
moj-01hokkaido,北斗市（函館地方法務局）登記所備付地図データ,01236-4400.zip
moj-01hokkaido,石狩郡当別町（札幌法務局江別出張所）登記所備付地図データ,01303-4308.zip
moj-01hokkaido,石狩郡新篠津村（札幌法務局江別出張所）登記所備付地図データ,01304-4308.zip
moj-01hokkaido,松前郡松前町（函館地方法務局）登記所備付地図データ,01331-4400.zip
moj-01hokkaido,松前郡福島町（函館地方法務局）登記所備付地図データ,01332-4400.zip
moj-01hokkaido,上磯郡知内町（函館地方法務局）登記所備付地図データ,01333-4400.zip
moj-01hokkaido,上磯郡木古内町（函館地方法務局）登記所備付地図データ,01334-4400.zip
moj-01hokkaido,亀田郡七飯町（函館地方法務局）登記所備付地図データ,01337-4400.zip
moj-01hokkaido,茅部郡鹿部町（函館地方法務局）登記所備付地図データ,01343-4400.zip
moj-01hokkaido,茅部郡森町（函館地方法務局八雲支局）登記所備付地図データ,01345-4402.zip
moj-01hokkaido,二海郡八雲町（函館地方法務局八雲支局）登記所備付地図データ,01346-4402.zip
moj-01hokkaido,山越郡長万部町（函館地方法務局八雲支局）登記所備付地図データ,01347-4402.zip
moj-01hokkaido,檜山郡江差町（函館地方法務局江差支局）登記所備付地図データ,01361-4401.zip
moj-01hokkaido,檜山郡上ノ国町（函館地方法務局江差支局）登記所備付地図データ,01362-4401.zip
moj-01hokkaido,檜山郡厚沢部町（函館地方法務局江差支局）登記所備付地図データ,01363-4401.zip
moj-01hokkaido,爾志郡乙部町（函館地方法務局江差支局）登記所備付地図データ,01364-4401.zip
moj-01hokkaido,奥尻郡奥尻町（函館地方法務局江差支局）登記所備付地図データ,01367-4401.zip
moj-01hokkaido,瀬棚郡今金町（函館地方法務局八雲支局）登記所備付地図データ,01370-4402.zip
moj-01hokkaido,久遠郡せたな町（函館地方法務局八雲支局）登記所備付地図データ,01371-4402.zip
moj-01hokkaido,島牧郡島牧村（函館地方法務局八雲支局）登記所備付地図データ,01391-4402.zip
moj-01hokkaido,寿都郡寿都町（函館地方法務局八雲支局）登記所備付地図データ,01392-4402.zip
moj-01hokkaido,寿都郡黒松内町（函館地方法務局八雲支局）登記所備付地図データ,01393-4402.zip
moj-01hokkaido,磯谷郡蘭越町（札幌法務局倶知安支局）登記所備付地図データ,01394-4334.zip
moj-01hokkaido,虻田郡ニセコ町（札幌法務局倶知安支局）登記所備付地図データ,01395-4334.zip
moj-01hokkaido,虻田郡真狩村（札幌法務局倶知安支局）登記所備付地図データ,01396-4334.zip
moj-01hokkaido,虻田郡留寿都村（札幌法務局倶知安支局）登記所備付地図データ,01397-4334.zip
moj-01hokkaido,虻田郡喜茂別町（札幌法務局倶知安支局）登記所備付地図データ,01398-4334.zip
moj-01hokkaido,虻田郡京極町（札幌法務局倶知安支局）登記所備付地図データ,01399-4334.zip
moj-01hokkaido,虻田郡倶知安町（札幌法務局倶知安支局）登記所備付地図データ,01400-4334.zip
moj-01hokkaido,岩内郡共和町（札幌法務局倶知安支局）登記所備付地図データ,01401-4334.zip
moj-01hokkaido,岩内郡岩内町（札幌法務局倶知安支局）登記所備付地図データ,01402-4334.zip
moj-01hokkaido,古宇郡泊村（札幌法務局倶知安支局）登記所備付地図データ,01403-4334.zip
moj-01hokkaido,古宇郡神恵内村（札幌法務局倶知安支局）登記所備付地図データ,01404-4334.zip
moj-01hokkaido,積丹郡積丹町（札幌法務局小樽支局）登記所備付地図データ,01405-4304.zip
moj-01hokkaido,古平郡古平町（札幌法務局小樽支局）登記所備付地図データ,01406-4304.zip
moj-01hokkaido,余市郡仁木町（札幌法務局小樽支局）登記所備付地図データ,01407-4304.zip
moj-01hokkaido,余市郡余市町（札幌法務局小樽支局）登記所備付地図データ,01408-4304.zip
moj-01hokkaido,余市郡赤井川村（札幌法務局小樽支局）登記所備付地図データ,01409-4304.zip
moj-01hokkaido,空知郡南幌町（札幌法務局岩見沢支局）登記所備付地図データ,01423-4301.zip
moj-01hokkaido,空知郡奈井江町（札幌法務局滝川支局）登記所備付地図データ,01424-4315.zip
moj-01hokkaido,空知郡上砂川町（札幌法務局滝川支局）登記所備付地図データ,01425-4315.zip
moj-01hokkaido,夕張郡由仁町（札幌法務局岩見沢支局）登記所備付地図データ,01427-4301.zip
moj-01hokkaido,夕張郡長沼町（札幌法務局岩見沢支局）登記所備付地図データ,01428-4301.zip
moj-01hokkaido,夕張郡栗山町（札幌法務局岩見沢支局）登記所備付地図データ,01429-4301.zip
moj-01hokkaido,樺戸郡月形町（札幌法務局岩見沢支局）登記所備付地図データ,01430-4301.zip
moj-01hokkaido,樺戸郡浦臼町（札幌法務局滝川支局）登記所備付地図データ,01431-4315.zip
moj-01hokkaido,樺戸郡新十津川町（札幌法務局滝川支局）登記所備付地図データ,01432-4315.zip
moj-01hokkaido,雨竜郡妹背牛町（旭川地方法務局）登記所備付地図データ,01433-4500.zip
moj-01hokkaido,雨竜郡秩父別町（旭川地方法務局）登記所備付地図データ,01434-4500.zip
moj-01hokkaido,雨竜郡雨竜町（札幌法務局滝川支局）登記所備付地図データ,01436-4315.zip
moj-01hokkaido,雨竜郡北竜町（旭川地方法務局）登記所備付地図データ,01437-4500.zip
moj-01hokkaido,雨竜郡沼田町（旭川地方法務局）登記所備付地図データ,01438-4500.zip
moj-01hokkaido,雨竜郡幌加内町（旭川地方法務局）登記所備付地図データ,01439-4500.zip
moj-01hokkaido,上川郡鷹栖町（旭川地方法務局）登記所備付地図データ,01452-4500.zip
moj-01hokkaido,上川郡東神楽町（旭川地方法務局）登記所備付地図データ,01453-4500.zip
moj-01hokkaido,上川郡当麻町（旭川地方法務局）登記所備付地図データ,01454-4500.zip
moj-01hokkaido,上川郡比布町（旭川地方法務局）登記所備付地図データ,01455-4500.zip
moj-01hokkaido,上川郡愛別町（旭川地方法務局）登記所備付地図データ,01456-4500.zip
moj-01hokkaido,上川郡上川町（旭川地方法務局）登記所備付地図データ,01457-4500.zip
moj-01hokkaido,上川郡東川町（旭川地方法務局）登記所備付地図データ,01458-4500.zip
moj-01hokkaido,上川郡美瑛町（旭川地方法務局）登記所備付地図データ,01459-4500.zip
moj-01hokkaido,空知郡上富良野町（旭川地方法務局）登記所備付地図データ,01460-4500.zip
moj-01hokkaido,空知郡中富良野町（旭川地方法務局）登記所備付地図データ,01461-4500.zip
moj-01hokkaido,空知郡南富良野町（旭川地方法務局）登記所備付地図データ,01462-4500.zip
moj-01hokkaido,勇払郡占冠村（旭川地方法務局）登記所備付地図データ,01463-4500.zip
moj-01hokkaido,上川郡和寒町（旭川地方法務局名寄支局）登記所備付地図データ,01464-4501.zip
moj-01hokkaido,上川郡剣淵町（旭川地方法務局名寄支局）登記所備付地図データ,01465-4501.zip
moj-01hokkaido,上川郡下川町（旭川地方法務局名寄支局）登記所備付地図データ,01468-4501.zip
moj-01hokkaido,中川郡美深町（旭川地方法務局名寄支局）登記所備付地図データ,01469-4501.zip
moj-01hokkaido,中川郡音威子府村（旭川地方法務局名寄支局）登記所備付地図データ,01470-4501.zip
moj-01hokkaido,中川郡中川町（旭川地方法務局名寄支局）登記所備付地図データ,01471-4501.zip
moj-01hokkaido,増毛郡増毛町（旭川地方法務局留萌支局）登記所備付地図データ,01481-4502.zip
moj-01hokkaido,留萌郡小平町（旭川地方法務局留萌支局）登記所備付地図データ,01482-4502.zip
moj-01hokkaido,苫前郡苫前町（旭川地方法務局留萌支局）登記所備付地図データ,01483-4502.zip
moj-01hokkaido,苫前郡羽幌町（旭川地方法務局留萌支局）登記所備付地図データ,01484-4502.zip
moj-01hokkaido,苫前郡初山別村（旭川地方法務局留萌支局）登記所備付地図データ,01485-4502.zip
moj-01hokkaido,天塩郡遠別町（旭川地方法務局稚内支局）登記所備付地図データ,01486-4503.zip
moj-01hokkaido,天塩郡天塩町（旭川地方法務局稚内支局）登記所備付地図データ,01487-4503.zip
moj-01hokkaido,天塩郡幌延町（旭川地方法務局稚内支局）登記所備付地図データ,01488-4503.zip
moj-01hokkaido,宗谷郡猿払村（旭川地方法務局稚内支局）登記所備付地図データ,01511-4503.zip
moj-01hokkaido,枝幸郡浜頓別町（旭川地方法務局名寄支局）登記所備付地図データ,01512-4501.zip
moj-01hokkaido,枝幸郡中頓別町（旭川地方法務局名寄支局）登記所備付地図データ,01513-4501.zip
moj-01hokkaido,枝幸郡枝幸町（旭川地方法務局名寄支局）登記所備付地図データ,01514-4501.zip
moj-01hokkaido,枝幸郡歌登町（旭川地方法務局名寄支局）登記所備付地図データ,01515-4501.zip
moj-01hokkaido,天塩郡豊富町（旭川地方法務局稚内支局）登記所備付地図データ,01516-4503.zip
moj-01hokkaido,礼文郡礼文町（旭川地方法務局稚内支局）登記所備付地図データ,01517-4503.zip
moj-01hokkaido,利尻郡利尻町（旭川地方法務局稚内支局）登記所備付地図データ,01518-4503.zip
moj-01hokkaido,利尻郡利尻富士町（旭川地方法務局稚内支局）登記所備付地図データ,01519-4503.zip
moj-01hokkaido,網走郡美幌町（釧路地方法務局北見支局）登記所備付地図データ,01543-4603.zip
moj-01hokkaido,網走郡津別町（釧路地方法務局北見支局）登記所備付地図データ,01544-4603.zip
moj-01hokkaido,斜里郡斜里町（釧路地方法務局北見支局）登記所備付地図データ,01545-4603.zip
moj-01hokkaido,斜里郡清里町（釧路地方法務局北見支局）登記所備付地図データ,01546-4603.zip
moj-01hokkaido,斜里郡小清水町（釧路地方法務局北見支局）登記所備付地図データ,01547-4603.zip
moj-01hokkaido,常呂郡訓子府町（釧路地方法務局北見支局）登記所備付地図データ,01549-4603.zip
moj-01hokkaido,常呂郡置戸町（釧路地方法務局北見支局）登記所備付地図データ,01550-4603.zip
moj-01hokkaido,常呂郡佐呂間町（釧路地方法務局北見支局）登記所備付地図データ,01552-4603.zip
moj-01hokkaido,紋別郡遠軽町（釧路地方法務局北見支局）登記所備付地図データ,01555-4603.zip
moj-01hokkaido,紋別郡上湧別町（釧路地方法務局北見支局）登記所備付地図データ,01558-4603.zip
moj-01hokkaido,紋別郡湧別町（釧路地方法務局北見支局）登記所備付地図データ,01559-4603.zip
moj-01hokkaido,紋別郡滝上町（旭川地方法務局紋別支局）登記所備付地図データ,01560-4514.zip
moj-01hokkaido,紋別郡興部町（旭川地方法務局紋別支局）登記所備付地図データ,01561-4514.zip
moj-01hokkaido,紋別郡西興部村（旭川地方法務局紋別支局）登記所備付地図データ,01562-4514.zip
moj-01hokkaido,紋別郡雄武町（旭川地方法務局紋別支局）登記所備付地図データ,01563-4514.zip
moj-01hokkaido,網走郡大空町（釧路地方法務局北見支局）登記所備付地図データ,01564-4603.zip
moj-01hokkaido,虻田郡豊浦町（札幌法務局室蘭支局）登記所備付地図データ,01571-4302.zip
moj-01hokkaido,虻田郡虻田町（札幌法務局室蘭支局）登記所備付地図データ,01572-4302.zip
moj-01hokkaido,有珠郡壮瞥町（札幌法務局室蘭支局）登記所備付地図データ,01575-4302.zip
moj-01hokkaido,白老郡白老町（札幌法務局苫小牧支局）登記所備付地図データ,01578-4323.zip
moj-01hokkaido,勇払郡厚真町（札幌法務局苫小牧支局）登記所備付地図データ,01581-4323.zip
moj-01hokkaido,虻田郡洞爺湖町（札幌法務局室蘭支局）登記所備付地図データ,01584-4302.zip
moj-01hokkaido,勇払郡安平町（札幌法務局苫小牧支局）登記所備付地図データ,01585-4323.zip
moj-01hokkaido,勇払郡むかわ町（札幌法務局苫小牧支局）登記所備付地図データ,01586-4323.zip
moj-01hokkaido,沙流郡日高町（札幌法務局日高支局）登記所備付地図データ,01601-4329.zip
moj-01hokkaido,沙流郡平取町（札幌法務局日高支局）登記所備付地図データ,01602-4329.zip
moj-01hokkaido,新冠郡新冠町（札幌法務局日高支局）登記所備付地図データ,01604-4329.zip
moj-01hokkaido,浦河郡浦河町（札幌法務局日高支局）登記所備付地図データ,01607-4329.zip
moj-01hokkaido,様似郡様似町（札幌法務局日高支局）登記所備付地図データ,01608-4329.zip
moj-01hokkaido,幌泉郡えりも町（札幌法務局日高支局）登記所備付地図データ,01609-4329.zip
moj-01hokkaido,日高郡新ひだか町（札幌法務局日高支局）登記所備付地図データ,01610-4329.zip
moj-01hokkaido,河東郡音更町（釧路地方法務局帯広支局）登記所備付地図データ,01631-4601.zip
moj-01hokkaido,河東郡士幌町（釧路地方法務局帯広支局）登記所備付地図データ,01632-4601.zip
moj-01hokkaido,河東郡上士幌町（釧路地方法務局帯広支局）登記所備付地図データ,01633-4601.zip
moj-01hokkaido,河東郡鹿追町（釧路地方法務局帯広支局）登記所備付地図データ,01634-4601.zip
moj-01hokkaido,上川郡新得町（釧路地方法務局帯広支局）登記所備付地図データ,01635-4601.zip
moj-01hokkaido,上川郡清水町（釧路地方法務局帯広支局）登記所備付地図データ,01636-4601.zip
moj-01hokkaido,河西郡芽室町（釧路地方法務局帯広支局）登記所備付地図データ,01637-4601.zip
moj-01hokkaido,河西郡中札内村（釧路地方法務局帯広支局）登記所備付地図データ,01638-4601.zip
moj-01hokkaido,河西郡更別村（釧路地方法務局帯広支局）登記所備付地図データ,01639-4601.zip
moj-01hokkaido,広尾郡大樹町（釧路地方法務局帯広支局）登記所備付地図データ,01641-4601.zip
moj-01hokkaido,広尾郡広尾町（釧路地方法務局帯広支局）登記所備付地図データ,01642-4601.zip
moj-01hokkaido,中川郡幕別町（釧路地方法務局帯広支局）登記所備付地図データ,01643-4601.zip
moj-01hokkaido,中川郡池田町（釧路地方法務局帯広支局）登記所備付地図データ,01644-4601.zip
moj-01hokkaido,中川郡豊頃町（釧路地方法務局帯広支局）登記所備付地図データ,01645-4601.zip
moj-01hokkaido,中川郡本別町（釧路地方法務局帯広支局）登記所備付地図データ,01646-4601.zip
moj-01hokkaido,足寄郡足寄町（釧路地方法務局帯広支局）登記所備付地図データ,01647-4601.zip
moj-01hokkaido,足寄郡陸別町（釧路地方法務局帯広支局）登記所備付地図データ,01648-4601.zip
moj-01hokkaido,十勝郡浦幌町（釧路地方法務局帯広支局）登記所備付地図データ,01649-4601.zip
moj-01hokkaido,釧路郡釧路町（釧路地方法務局）登記所備付地図データ,01661-4600.zip
moj-01hokkaido,厚岸郡厚岸町（釧路地方法務局）登記所備付地図データ,01662-4600.zip
moj-01hokkaido,厚岸郡浜中町（釧路地方法務局）登記所備付地図データ,01663-4600.zip
moj-01hokkaido,川上郡標茶町（釧路地方法務局）登記所備付地図データ,01664-4600.zip
moj-01hokkaido,川上郡弟子屈町（釧路地方法務局）登記所備付地図データ,01665-4600.zip
moj-01hokkaido,阿寒郡鶴居村（釧路地方法務局）登記所備付地図データ,01667-4600.zip
moj-01hokkaido,白糠郡白糠町（釧路地方法務局）登記所備付地図データ,01668-4600.zip
moj-01hokkaido,野付郡別海町（釧路地方法務局中標津出張所）登記所備付地図データ,01691-4625.zip
moj-01hokkaido,標津郡中標津町（釧路地方法務局中標津出張所）登記所備付地図データ,01692-4625.zip
moj-01hokkaido,標津郡標津町（釧路地方法務局中標津出張所）登記所備付地図データ,01693-4625.zip
moj-01hokkaido,目梨郡羅臼町（釧路地方法務局中標津出張所）登記所備付地図データ,01694-4625.zip
moj-02aomori,青森市（青森地方法務局）登記所備付地図データ,02201-4200.zip
moj-02aomori,弘前市（青森地方法務局弘前支局）登記所備付地図データ,02202-4202.zip
moj-02aomori,八戸市（青森地方法務局八戸支局）登記所備付地図データ,02203-4204.zip
moj-02aomori,黒石市（青森地方法務局弘前支局）登記所備付地図データ,02204-4202.zip
moj-02aomori,五所川原市（青森地方法務局五所川原支局）登記所備付地図データ,02205-4201.zip
moj-02aomori,十和田市（青森地方法務局十和田支局）登記所備付地図データ,02206-4234.zip
moj-02aomori,三沢市（青森地方法務局十和田支局）登記所備付地図データ,02207-4234.zip
moj-02aomori,むつ市（青森地方法務局むつ支局）登記所備付地図データ,02208-4211.zip
moj-02aomori,つがる市（青森地方法務局五所川原支局）登記所備付地図データ,02209-4201.zip
moj-02aomori,平川市（青森地方法務局弘前支局）登記所備付地図データ,02210-4202.zip
moj-02aomori,東津軽郡平内町（青森地方法務局）登記所備付地図データ,02301-4200.zip
moj-02aomori,東津軽郡今別町（青森地方法務局）登記所備付地図データ,02303-4200.zip
moj-02aomori,東津軽郡蓬田村（青森地方法務局）登記所備付地図データ,02304-4200.zip
moj-02aomori,東津軽郡外ヶ浜町（青森地方法務局）登記所備付地図データ,02307-4200.zip
moj-02aomori,西津軽郡鰺ヶ沢町（青森地方法務局五所川原支局）登記所備付地図データ,02321-4201.zip
moj-02aomori,西津軽郡深浦町（青森地方法務局五所川原支局）登記所備付地図データ,02323-4201.zip
moj-02aomori,中津軽郡西目屋村（青森地方法務局弘前支局）登記所備付地図データ,02343-4202.zip
moj-02aomori,南津軽郡藤崎町（青森地方法務局弘前支局）登記所備付地図データ,02361-4202.zip
moj-02aomori,南津軽郡大鰐町（青森地方法務局弘前支局）登記所備付地図データ,02362-4202.zip
moj-02aomori,南津軽郡田舎館村（青森地方法務局弘前支局）登記所備付地図データ,02367-4202.zip
moj-02aomori,北津軽郡板柳町（青森地方法務局五所川原支局）登記所備付地図データ,02381-4201.zip
moj-02aomori,北津軽郡鶴田町（青森地方法務局五所川原支局）登記所備付地図データ,02384-4201.zip
moj-02aomori,北津軽郡中泊町（青森地方法務局五所川原支局）登記所備付地図データ,02387-4201.zip
moj-02aomori,上北郡野辺地町（青森地方法務局十和田支局）登記所備付地図データ,02401-4234.zip
moj-02aomori,上北郡七戸町（青森地方法務局十和田支局）登記所備付地図データ,02402-4234.zip
moj-02aomori,上北郡六戸町（青森地方法務局十和田支局）登記所備付地図データ,02405-4234.zip
moj-02aomori,上北郡横浜町（青森地方法務局むつ支局）登記所備付地図データ,02406-4211.zip
moj-02aomori,上北郡東北町（青森地方法務局十和田支局）登記所備付地図データ,02408-4234.zip
moj-02aomori,上北郡六ヶ所村（青森地方法務局十和田支局）登記所備付地図データ,02411-4234.zip
moj-02aomori,上北郡おいらせ町（青森地方法務局十和田支局）登記所備付地図データ,02412-4234.zip
moj-02aomori,下北郡大間町（青森地方法務局むつ支局）登記所備付地図データ,02423-4211.zip
moj-02aomori,下北郡東通村（青森地方法務局むつ支局）登記所備付地図データ,02424-4211.zip
moj-02aomori,下北郡風間浦村（青森地方法務局むつ支局）登記所備付地図データ,02425-4211.zip
moj-02aomori,下北郡佐井村（青森地方法務局むつ支局）登記所備付地図データ,02426-4211.zip
moj-02aomori,三戸郡三戸町（青森地方法務局八戸支局）登記所備付地図データ,02441-4204.zip
moj-02aomori,三戸郡五戸町（青森地方法務局八戸支局）登記所備付地図データ,02442-4204.zip
moj-02aomori,三戸郡田子町（青森地方法務局八戸支局）登記所備付地図データ,02443-4204.zip
moj-02aomori,三戸郡南部町（青森地方法務局八戸支局）登記所備付地図データ,02445-4204.zip
moj-02aomori,三戸郡階上町（青森地方法務局八戸支局）登記所備付地図データ,02446-4204.zip
moj-02aomori,三戸郡新郷村（青森地方法務局八戸支局）登記所備付地図データ,02450-4204.zip
moj-03iwate,盛岡市（盛岡地方法務局）登記所備付地図データ,03201-4000.zip
moj-03iwate,宮古市（盛岡地方法務局宮古支局）登記所備付地図データ,03202-4004.zip
moj-03iwate,大船渡市（盛岡地方法務局大船渡出張所）登記所備付地図データ,03203-4027.zip
moj-03iwate,花巻市（盛岡地方法務局花巻支局）登記所備付地図データ,03205-4001.zip
moj-03iwate,北上市（盛岡地方法務局花巻支局）登記所備付地図データ,03206-4001.zip
moj-03iwate,久慈市（盛岡地方法務局二戸支局）登記所備付地図データ,03207-4002.zip
moj-03iwate,遠野市（盛岡地方法務局花巻支局）登記所備付地図データ,03208-4001.zip
moj-03iwate,一関市（盛岡地方法務局水沢支局）登記所備付地図データ,03209-4006.zip
moj-03iwate,陸前高田市（盛岡地方法務局大船渡出張所）登記所備付地図データ,03210-4027.zip
moj-03iwate,釜石市（盛岡地方法務局宮古支局）登記所備付地図データ,03211-4004.zip
moj-03iwate,二戸市（盛岡地方法務局二戸支局）登記所備付地図データ,03213-4002.zip
moj-03iwate,八幡平市（盛岡地方法務局）登記所備付地図データ,03214-4000.zip
moj-03iwate,奥州市（盛岡地方法務局水沢支局）登記所備付地図データ,03215-4006.zip
moj-03iwate,滝沢市（盛岡地方法務局）登記所備付地図データ,03216-4000.zip
moj-03iwate,岩手郡雫石町（盛岡地方法務局）登記所備付地図データ,03301-4000.zip
moj-03iwate,岩手郡葛巻町（盛岡地方法務局）登記所備付地図データ,03302-4000.zip
moj-03iwate,岩手郡岩手町（盛岡地方法務局）登記所備付地図データ,03303-4000.zip
moj-03iwate,岩手郡滝沢村（盛岡地方法務局）登記所備付地図データ,03305-4000.zip
moj-03iwate,紫波郡紫波町（盛岡地方法務局）登記所備付地図データ,03321-4000.zip
moj-03iwate,紫波郡矢巾町（盛岡地方法務局）登記所備付地図データ,03322-4000.zip
moj-03iwate,和賀郡西和賀町（盛岡地方法務局花巻支局）登記所備付地図データ,03366-4001.zip
moj-03iwate,胆沢郡金ケ崎町（盛岡地方法務局水沢支局）登記所備付地図データ,03381-4006.zip
moj-03iwate,西磐井郡平泉町（盛岡地方法務局水沢支局）登記所備付地図データ,03402-4006.zip
moj-03iwate,気仙郡住田町（盛岡地方法務局大船渡出張所）登記所備付地図データ,03441-4027.zip
moj-03iwate,上閉伊郡大槌町（盛岡地方法務局宮古支局）登記所備付地図データ,03461-4004.zip
moj-03iwate,下閉伊郡山田町（盛岡地方法務局宮古支局）登記所備付地図データ,03482-4004.zip
moj-03iwate,下閉伊郡岩泉町（盛岡地方法務局宮古支局）登記所備付地図データ,03483-4004.zip
moj-03iwate,下閉伊郡田野畑村（盛岡地方法務局宮古支局）登記所備付地図データ,03484-4004.zip
moj-03iwate,下閉伊郡普代村（盛岡地方法務局宮古支局）登記所備付地図データ,03485-4004.zip
moj-03iwate,下閉伊郡川井村（盛岡地方法務局宮古支局）登記所備付地図データ,03487-4004.zip
moj-03iwate,九戸郡軽米町（盛岡地方法務局二戸支局）登記所備付地図データ,03501-4002.zip
moj-03iwate,九戸郡野田村（盛岡地方法務局二戸支局）登記所備付地図データ,03503-4002.zip
moj-03iwate,九戸郡九戸村（盛岡地方法務局二戸支局）登記所備付地図データ,03506-4002.zip
moj-03iwate,九戸郡洋野町（盛岡地方法務局二戸支局）登記所備付地図データ,03507-4002.zip
moj-03iwate,二戸郡一戸町（盛岡地方法務局二戸支局）登記所備付地図データ,03524-4002.zip
moj-04miyagi,仙台市青葉区（仙台法務局）登記所備付地図データ,04101-3700.zip
moj-04miyagi,仙台市宮城野区（仙台法務局）登記所備付地図データ,04102-3700.zip
moj-04miyagi,仙台市若林区（仙台法務局）登記所備付地図データ,04103-3700.zip
moj-04miyagi,仙台市太白区（仙台法務局）登記所備付地図データ,04104-3700.zip
moj-04miyagi,仙台市泉区（仙台法務局）登記所備付地図データ,04105-3700.zip
moj-04miyagi,石巻市（仙台法務局石巻支局）登記所備付地図データ,04202-3703.zip
moj-04miyagi,塩竈市（仙台法務局塩竈支局）登記所備付地図データ,04203-3706.zip
moj-04miyagi,気仙沼市（仙台法務局気仙沼支局）登記所備付地図データ,04205-3705.zip
moj-04miyagi,白石市（仙台法務局大河原支局）登記所備付地図データ,04206-3701.zip
moj-04miyagi,名取市（仙台法務局名取出張所）登記所備付地図データ,04207-3708.zip
moj-04miyagi,角田市（仙台法務局大河原支局）登記所備付地図データ,04208-3701.zip
moj-04miyagi,多賀城市（仙台法務局塩竈支局）登記所備付地図データ,04209-3706.zip
moj-04miyagi,岩沼市（仙台法務局名取出張所）登記所備付地図データ,04211-3708.zip
moj-04miyagi,登米市（仙台法務局登米支局）登記所備付地図データ,04212-3704.zip
moj-04miyagi,栗原市（仙台法務局古川支局）登記所備付地図データ,04213-3702.zip
